amount,history,high_amount,frequent_claims,domain_health,domain_vehicle,domain_life,domain_financial,non_network,high_damage,early_policy,income_mismatch,fraud
180843,0,1,0,0,0,1,0,1,0,0,0,0
253408,1,1,0,1,0,0,0,0,0,1,0,0
52675,0,0,0,1,0,0,0,0,0,0,0,0
59396,0,0,0,0,0,1,0,0,0,0,0,0
432038,0,1,0,0,0,1,0,0,0,0,0,0
87577,5,0,1,0,1,0,0,0,1,0,0,0
138482,1,1,0,0,1,0,0,1,0,0,0,0
21515,0,0,0,0,0,1,0,0,0,0,0,0
44838,1,0,0,0,0,1,0,1,0,0,0,0
5683,0,0,0,0,0,0,1,1,1,0,0,0
23346,1,0,0,0,0,1,0,0,0,0,0,0
13151,0,0,0,0,0,0,1,0,0,0,0,0
456660,1,1,0,0,0,0,1,0,0,0,0,0
25557,3,0,0,0,0,0,1,0,1,0,0,0
358995,0,1,0,0,0,1,0,0,0,0,0,0
10856,0,0,0,0,0,1,0,0,0,0,0,0
167453,0,1,0,0,0,0,1,1,0,1,1,1
172695,0,1,0,1,0,0,0,0,0,0,1,0
145881,2,1,0,0,1,0,0,0,1,0,0,0
69418,2,0,0,0,0,0,1,0,0,0,0,0
38496,1,0,0,0,0,1,0,0,1,0,0,0
47495,0,0,0,0,0,1,0,1,0,0,0,0
46724,0,0,0,1,0,0,0,0,0,1,1,0
58313,0,0,0,0,1,0,0,0,0,1,1,0
351650,1,1,0,0,0,0,1,0,0,0,0,0
75004,0,0,0,0,0,1,0,0,0,0,0,0
124909,1,1,0,0,0,1,0,1,0,1,1,1
5268,1,0,0,0,1,0,0,0,0,0,0,0
63350,1,0,0,1,0,0,0,0,1,0,0,0
7592,1,0,0,0,0,0,1,0,0,0,0,0
32405,0,0,0,1,0,0,0,1,0,0,0,0
96702,0,0,0,0,1,0,0,0,0,0,1,0
60982,1,0,0,0,0,0,1,1,0,1,0,0
109431,0,1,0,1,0,0,0,1,0,0,0,0
331063,0,1,0,0,0,0,1,0,0,0,0,0
228538,1,1,0,0,1,0,0,0,0,0,0,0
13523,1,0,0,1,0,0,0,0,0,0,0,0
58884,0,0,0,0,0,0,1,0,0,0,0,0
30228,0,0,0,0,0,0,1,0,0,0,0,0
10776,0,0,0,0,1,0,0,0,0,0,0,0
471413,0,1,0,0,0,1,0,0,0,0,0,0
124767,0,1,0,0,1,0,0,0,0,0,0,0
10530,0,0,0,1,0,0,0,1,0,0,0,0
80881,0,0,0,0,1,0,0,0,0,0,0,0
39340,1,0,0,0,0,1,0,0,0,0,0,0
32556,0,0,0,1,0,0,0,0,0,1,0,0
105124,0,1,0,0,1,0,0,0,0,0,0,0
11980,1,0,0,0,1,0,0,0,0,0,0,0
71736,0,0,0,0,1,0,0,0,0,0,0,0
31607,0,0,0,1,0,0,0,0,0,0,0,0
73002,0,0,0,1,0,0,0,0,0,0,0,0
14946,0,0,0,0,0,0,1,0,1,0,0,0
48154,0,0,0,0,1,0,0,0,0,0,0,0
182646,5,1,1,0,0,1,0,0,0,0,0,0
72610,0,0,0,0,1,0,0,0,0,0,0,0
78196,0,0,0,0,0,0,1,0,0,0,0,0
170507,0,1,0,0,0,0,1,0,0,0,0,0
307062,3,1,0,0,0,0,1,0,0,0,0,0
69043,0,0,0,0,1,0,0,0,1,0,0,0
58852,0,0,0,0,1,0,0,1,0,0,0,0
45673,0,0,0,0,0,0,1,0,0,1,0,0
10122,1,0,0,0,0,0,1,0,0,0,0,0
61633,0,0,0,0,0,0,1,1,0,1,0,0
33476,2,0,0,1,0,0,0,0,0,0,0,0
14593,1,0,0,1,0,0,0,0,0,0,0,0
65849,0,0,0,0,0,1,0,0,0,0,0,0
21272,0,0,0,1,0,0,0,0,0,0,0,0
186366,0,1,0,1,0,0,0,0,0,0,0,0
36265,0,0,0,0,1,0,0,0,0,0,1,0
85768,0,0,0,0,1,0,0,0,0,1,0,0
57709,1,0,0,0,0,1,0,0,0,0,0,0
253379,1,1,0,0,0,0,1,0,1,1,0,0
46676,5,0,1,0,0,1,0,0,0,0,0,0
61164,1,0,0,1,0,0,0,0,0,0,0,0
46620,1,0,0,0,0,1,0,0,0,0,0,0
171262,1,1,0,0,1,0,0,0,0,0,0,0
265830,0,1,0,0,1,0,0,0,0,0,0,1
44728,0,0,0,0,1,0,0,0,0,0,0,0
61810,1,0,0,0,0,0,1,0,0,0,0,0
65771,0,0,0,0,1,0,0,0,0,0,0,0
59502,3,0,0,0,0,1,0,1,0,1,1,1
62186,3,0,0,0,1,0,0,0,0,0,0,0
52371,1,0,0,0,1,0,0,0,0,0,0,0
17098,1,0,0,0,1,0,0,1,0,0,0,0
58950,1,0,0,0,0,0,1,1,0,0,0,0
5841,5,0,1,0,0,0,1,0,0,0,0,0
70878,3,0,0,0,1,0,0,0,0,0,0,0
101774,0,1,0,1,0,0,0,0,0,0,0,0
10486,0,0,0,1,0,0,0,0,0,0,0,0
49967,4,0,1,0,0,1,0,1,0,1,0,1
21108,2,0,0,0,1,0,0,0,0,0,0,0
52212,2,0,0,0,0,1,0,1,0,0,0,0
118517,1,1,0,1,0,0,0,0,1,0,0,0
63495,3,0,0,0,0,0,1,0,0,0,0,0
180441,0,1,0,0,0,1,0,0,0,1,0,1
233904,1,1,0,0,1,0,0,0,0,0,0,0
16683,0,0,0,0,0,1,0,0,0,0,0,0
135535,0,1,0,0,1,0,0,0,0,0,0,0
145514,1,1,0,0,0,1,0,0,0,0,0,0
54375,0,0,0,0,1,0,0,0,0,1,1,0
25865,5,0,1,0,0,0,1,0,0,0,0,0
47391,1,0,0,0,0,0,1,0,0,0,0,0
81197,0,0,0,0,1,0,0,1,0,1,1,0
11877,0,0,0,0,0,0,1,0,0,0,0,0
54200,1,0,0,0,1,0,0,1,0,0,0,0
20997,0,0,0,1,0,0,0,0,0,1,0,0
21414,0,0,0,0,0,0,1,0,1,0,0,0
107192,3,1,0,1,0,0,0,1,0,0,0,1
9588,0,0,0,1,0,0,0,0,0,1,0,0
63316,0,0,0,0,0,1,0,0,0,0,0,0
489444,0,1,0,0,1,0,0,0,0,0,0,0
275101,0,1,0,0,0,0,1,0,0,0,0,0
427345,0,1,0,0,0,1,0,1,0,0,0,0
99179,2,0,0,0,0,1,0,0,0,0,0,0
50731,1,0,0,0,0,0,1,1,0,0,0,0
21721,0,0,0,0,0,0,1,0,0,0,0,0
103999,0,1,0,0,0,0,1,0,0,0,0,0
190788,0,1,0,0,0,0,1,0,0,0,1,0
22881,0,0,0,0,0,0,1,0,1,0,0,0
74220,1,0,0,0,0,1,0,0,0,0,0,0
421628,0,1,0,0,0,1,0,0,1,0,0,0
79559,0,0,0,0,1,0,0,1,1,0,0,0
19046,0,0,0,0,0,1,0,1,0,0,0,0
37785,0,0,0,0,0,0,1,0,0,0,0,0
80761,0,0,0,0,0,1,0,1,0,0,0,0
339355,0,1,0,0,0,0,1,0,0,0,0,0
19139,1,0,0,0,0,0,1,0,0,0,0,0
41991,0,0,0,0,0,0,1,0,0,0,0,0
18508,1,0,0,0,0,0,1,0,0,0,1,1
11678,0,0,0,0,1,0,0,0,0,0,0,0
51009,1,0,0,0,0,1,0,0,0,0,0,0
38064,3,0,0,1,0,0,0,0,0,0,0,0
41168,0,0,0,0,0,1,0,0,0,0,0,0
379777,0,1,0,1,0,0,0,0,0,0,0,0
20391,2,0,0,0,0,0,1,0,0,0,0,0
132100,0,1,0,0,1,0,0,0,0,0,0,0
33548,0,0,0,1,0,0,0,0,1,0,0,0
10978,0,0,0,1,0,0,0,0,0,0,1,0
53380,0,0,0,1,0,0,0,1,0,0,1,0
41659,0,0,0,0,0,1,0,1,0,0,0,0
40231,0,0,0,0,0,0,1,0,0,0,0,0
28083,0,0,0,0,1,0,0,0,0,0,0,0
64640,2,0,0,1,0,0,0,1,0,0,0,0
164473,2,1,0,1,0,0,0,0,0,0,1,0
91136,0,0,0,0,0,1,0,0,0,0,0,0
10836,0,0,0,1,0,0,0,0,0,1,0,0
401716,1,1,0,0,1,0,0,0,1,0,0,1
244461,2,1,0,0,0,1,0,0,0,0,0,0
70437,1,0,0,1,0,0,0,1,0,0,0,0
94832,0,0,0,0,0,0,1,1,0,0,0,0
48707,0,0,0,0,0,0,1,1,1,0,0,0
33748,1,0,0,0,0,0,1,0,0,0,0,0
23892,1,0,0,0,1,0,0,0,1,0,0,0
171242,3,1,0,0,0,0,1,0,0,0,0,0
59590,0,0,0,1,0,0,0,0,0,0,0,0
12864,2,0,0,0,0,1,0,0,0,0,0,0
135531,2,1,0,0,0,1,0,0,0,0,0,0
141398,0,1,0,1,0,0,0,0,0,0,0,0
41989,0,0,0,0,0,1,0,0,0,0,0,0
68413,0,0,0,1,0,0,0,0,1,0,0,0
251055,0,1,0,0,0,1,0,1,0,0,0,0
15322,2,0,0,0,1,0,0,0,0,0,1,0
22196,0,0,0,0,0,1,0,0,0,0,0,0
6958,0,0,0,0,0,0,1,1,0,0,0,0
28486,1,0,0,0,0,1,0,0,1,0,1,0
21906,0,0,0,0,0,1,0,0,0,0,0,0
112088,1,1,0,1,0,0,0,0,0,0,0,0
75138,2,0,0,0,0,1,0,0,0,1,0,1
67419,0,0,0,0,0,0,1,0,0,0,0,0
142050,0,1,0,0,0,1,0,0,0,0,0,0
148783,0,1,0,0,0,0,1,1,0,1,0,0
26061,3,0,0,0,0,0,1,0,1,0,0,0
65117,2,0,0,0,0,1,0,0,0,0,0,0
29596,0,0,0,1,0,0,0,0,0,0,1,0
45234,0,0,0,1,0,0,0,1,0,0,0,0
53905,0,0,0,0,1,0,0,0,0,0,0,0
7153,1,0,0,1,0,0,0,0,0,0,0,0
20007,0,0,0,0,0,0,1,0,0,0,0,0
39668,0,0,0,0,0,1,0,1,1,1,0,0
79997,4,0,1,0,0,1,0,0,0,0,1,0
46697,0,0,0,0,1,0,0,0,0,0,0,0
8360,0,0,0,0,1,0,0,0,0,0,0,0
34065,0,0,0,0,0,1,0,0,0,0,0,0
21080,0,0,0,1,0,0,0,0,0,0,0,0
15002,0,0,0,0,0,0,1,0,0,0,0,0
49932,5,0,1,1,0,0,0,1,0,0,0,0
52826,0,0,0,0,1,0,0,0,0,0,0,0
69985,0,0,0,0,0,1,0,1,1,0,1,0
31978,3,0,0,0,0,1,0,0,0,0,0,0
13423,0,0,0,0,0,1,0,1,1,0,0,0
29368,0,0,0,0,0,1,0,0,0,0,0,0
153615,0,1,0,0,0,1,0,0,0,0,0,0
46958,0,0,0,0,0,0,1,0,0,0,0,0
5609,2,0,0,1,0,0,0,0,0,0,0,0
116002,0,1,0,0,0,0,1,0,0,0,0,0
160999,0,1,0,1,0,0,0,0,0,0,0,0
150458,4,1,1,0,0,1,0,0,0,0,0,0
46855,2,0,0,0,0,0,1,0,0,0,0,0
143269,0,1,0,0,0,1,0,0,0,0,0,0
33329,0,0,0,1,0,0,0,0,0,0,0,0
93849,2,0,0,0,1,0,0,0,0,0,0,0
253511,0,1,0,0,0,1,0,1,0,0,0,0
244075,0,1,0,1,0,0,0,0,0,0,0,0
29831,0,0,0,0,0,0,1,0,0,0,1,1
36295,0,0,0,1,0,0,0,0,0,0,0,0
42745,1,0,0,0,0,1,0,0,0,0,0,0
98590,3,0,0,0,0,1,0,0,0,0,0,0
37441,0,0,0,1,0,0,0,0,0,0,0,0
50977,5,0,1,0,0,1,0,0,0,0,0,0
58781,2,0,0,1,0,0,0,0,0,0,0,0
40903,2,0,0,0,0,0,1,0,0,0,0,0
10387,0,0,0,0,0,1,0,0,0,0,0,0
24690,0,0,0,0,1,0,0,0,0,0,0,0
45084,0,0,0,1,0,0,0,0,0,0,0,0
98696,4,0,1,1,0,0,0,0,1,0,0,0
27715,0,0,0,0,0,1,0,0,0,0,0,0
54278,1,0,0,0,0,0,1,0,0,0,0,0
78257,0,0,0,0,0,0,1,0,0,0,0,0
56466,0,0,0,0,0,1,0,0,0,0,0,0
12977,0,0,0,0,0,0,1,0,0,0,0,0
45749,1,0,0,0,1,0,0,1,0,0,0,0
71296,0,0,0,0,0,0,1,0,0,0,0,0
7838,0,0,0,1,0,0,0,0,0,0,0,0
41068,0,0,0,0,0,0,1,0,0,0,0,0
63258,0,0,0,1,0,0,0,1,1,0,0,0
73820,0,0,0,0,1,0,0,0,0,0,0,0
68405,0,0,0,0,0,0,1,0,0,0,0,0
8869,2,0,0,0,0,0,1,0,0,0,1,1
130342,1,1,0,0,1,0,0,0,0,0,0,0
63918,0,0,0,0,0,1,0,1,0,0,0,0
8177,1,0,0,0,1,0,0,0,0,0,0,0
32194,0,0,0,0,0,0,1,0,0,0,0,0
70367,0,0,0,0,0,1,0,0,0,0,0,0
239204,0,1,0,0,1,0,0,0,0,0,0,0
39194,0,0,0,1,0,0,0,1,0,0,0,0
14275,3,0,0,1,0,0,0,0,0,0,0,0
44769,1,0,0,0,0,1,0,1,0,0,0,0
54444,1,0,0,1,0,0,0,0,0,0,0,0
17057,0,0,0,1,0,0,0,0,0,0,0,0
50831,1,0,0,0,0,1,0,1,1,0,0,0
192559,0,1,0,0,0,1,0,0,1,0,0,0
58848,1,0,0,1,0,0,0,0,0,0,0,0
35815,1,0,0,0,1,0,0,0,0,0,0,0
55146,0,0,0,0,0,0,1,0,0,0,0,0
337642,1,1,0,0,0,1,0,0,0,0,0,0
150092,0,1,0,0,0,1,0,0,0,1,0,1
37759,1,0,0,0,0,1,0,0,0,0,0,0
191095,0,1,0,0,0,1,0,0,0,0,0,0
77279,0,0,0,1,0,0,0,0,0,0,0,0
10046,0,0,0,0,1,0,0,0,0,0,1,0
10863,1,0,0,0,0,1,0,0,0,0,0,0
98753,0,0,0,0,0,0,1,0,0,0,0,0
213387,0,1,0,0,0,1,0,0,0,0,0,0
15281,3,0,0,0,1,0,0,1,1,0,0,0
73740,0,0,0,1,0,0,0,0,0,0,0,0
63328,1,0,0,1,0,0,0,1,0,0,0,0
21420,2,0,0,0,1,0,0,0,1,0,0,1
24450,0,0,0,0,0,0,1,0,0,0,0,0
189295,0,1,0,0,1,0,0,0,1,0,0,0
95601,0,0,0,0,1,0,0,0,0,0,1,0
67535,1,0,0,0,0,0,1,0,0,0,0,0
41608,3,0,0,0,0,0,1,0,0,0,0,0
28385,3,0,0,0,0,0,1,0,1,0,0,0
62529,0,0,0,0,0,1,0,0,1,0,0,0
10209,3,0,0,0,1,0,0,0,0,0,1,0
64486,0,0,0,0,0,0,1,0,0,0,1,1
177553,1,1,0,0,0,1,0,0,0,0,0,0
73327,0,0,0,1,0,0,0,0,0,0,0,0
68505,1,0,0,0,0,1,0,0,0,0,0,0
85087,0,0,0,0,1,0,0,0,0,0,0,0
69254,1,0,0,0,0,1,0,0,0,0,0,0
65913,3,0,0,0,0,0,1,0,0,0,0,0
33194,2,0,0,0,0,1,0,0,0,0,0,0
33697,0,0,0,0,0,1,0,0,0,0,1,0
7610,3,0,0,0,1,0,0,0,0,0,0,0
131842,2,1,0,0,1,0,0,0,0,0,0,0
68556,0,0,0,1,0,0,0,0,0,0,0,0
90030,0,0,0,0,0,1,0,0,0,0,0,0
192630,0,1,0,0,1,0,0,0,0,0,0,0
494123,0,1,0,0,1,0,0,0,0,0,1,0
8262,0,0,0,1,0,0,0,0,0,0,0,0
15995,0,0,0,0,0,0,1,0,0,0,0,0
115146,1,1,0,0,0,0,1,0,0,0,0,0
423190,1,1,0,1,0,0,0,0,0,0,0,0
76707,0,0,0,0,0,0,1,0,0,0,0,0
73583,1,0,0,0,1,0,0,0,1,0,1,0
59565,0,0,0,0,0,0,1,0,1,0,0,0
13751,0,0,0,0,0,0,1,0,0,0,0,0
494184,0,1,0,0,0,0,1,0,0,0,0,0
41338,3,0,0,0,0,0,1,0,0,0,0,0
122380,0,1,0,0,0,0,1,1,0,0,0,0
126529,0,1,0,0,0,0,1,0,0,1,0,0
78125,2,0,0,0,0,1,0,0,0,0,0,0
28462,2,0,0,0,1,0,0,1,0,0,0,0
9394,1,0,0,1,0,0,0,0,0,0,0,0
67055,1,0,0,0,0,0,1,0,0,0,0,0
20653,0,0,0,0,1,0,0,0,0,0,0,0
156919,1,1,0,0,1,0,0,0,0,0,0,0
63117,0,0,0,0,0,1,0,0,0,0,0,0
16284,0,0,0,0,0,1,0,0,0,0,0,0
37339,0,0,0,0,0,1,0,0,1,0,0,0
29673,0,0,0,0,0,1,0,0,1,0,0,0
55551,0,0,0,0,1,0,0,0,1,0,0,0
32619,0,0,0,0,0,1,0,0,0,0,0,0
18711,1,0,0,1,0,0,0,1,0,0,0,0
137541,1,1,0,0,1,0,0,0,0,0,0,0
35710,1,0,0,0,0,1,0,1,0,0,0,0
171439,3,1,0,0,0,1,0,0,1,0,0,0
65370,0,0,0,0,0,0,1,0,0,0,0,0
25883,0,0,0,0,0,1,0,0,0,0,0,0
97501,0,0,0,0,0,1,0,0,0,0,0,0
70726,1,0,0,0,0,1,0,0,0,0,0,0
42350,0,0,0,0,1,0,0,0,0,0,0,0
18291,1,0,0,0,0,1,0,0,0,0,0,0
12144,0,0,0,0,0,0,1,0,0,0,1,1
55262,2,0,0,0,0,0,1,0,0,0,0,0
140325,0,1,0,1,0,0,0,1,0,0,0,1
47550,0,0,0,0,0,0,1,0,0,0,0,0
125270,4,1,1,0,0,0,1,1,1,0,0,0
44581,0,0,0,1,0,0,0,0,1,0,1,0
469504,0,1,0,0,0,1,0,0,0,0,0,0
10995,1,0,0,0,0,1,0,1,0,0,0,0
34468,0,0,0,0,0,1,0,0,0,0,0,0
206588,0,1,0,0,0,0,1,0,0,0,0,0
78574,4,0,1,1,0,0,0,0,1,0,0,0
59446,4,0,1,0,0,1,0,0,0,0,0,0
19500,0,0,0,0,1,0,0,0,0,0,0,0
74796,0,0,0,0,0,1,0,1,0,1,0,1
166008,0,1,0,0,0,1,0,1,0,0,0,0
370404,1,1,0,0,0,0,1,0,0,0,0,0
36367,0,0,0,0,1,0,0,1,1,0,0,0
292734,4,1,1,0,0,0,1,0,0,0,0,0
89222,1,0,0,0,0,0,1,1,1,0,0,0
57218,1,0,0,1,0,0,0,0,0,0,0,0
155997,1,1,0,0,0,1,0,0,0,0,0,0
69431,1,0,0,1,0,0,0,0,0,0,0,0
53608,0,0,0,0,0,1,0,0,0,0,0,0
113725,1,1,0,0,0,1,0,0,0,0,0,0
281724,0,1,0,0,1,0,0,0,0,0,0,0
13487,0,0,0,1,0,0,0,0,0,0,0,0
190853,1,1,0,1,0,0,0,0,0,0,0,0
229346,0,1,0,1,0,0,0,0,0,0,0,1
29905,1,0,0,0,0,1,0,1,1,0,0,0
14575,0,0,0,1,0,0,0,0,0,0,0,0
138017,1,1,0,1,0,0,0,0,0,0,0,0
44274,0,0,0,0,0,0,1,0,0,0,0,0
28435,0,0,0,0,0,0,1,0,0,0,0,0
74520,0,0,0,0,0,1,0,0,1,0,0,0
72694,5,0,1,0,1,0,0,0,0,0,0,0
60744,0,0,0,0,0,1,0,0,0,0,1,0
38545,0,0,0,0,1,0,0,0,0,0,0,0
26026,0,0,0,1,0,0,0,0,0,1,0,0
396617,0,1,0,0,0,1,0,0,0,0,0,0
31213,0,0,0,0,1,0,0,0,0,0,0,0
389388,2,1,0,0,0,1,0,0,0,0,0,0
58841,0,0,0,1,0,0,0,0,0,1,0,0
144488,0,1,0,0,0,1,0,0,0,1,0,1
30020,1,0,0,0,0,0,1,0,0,0,0,0
61675,2,0,0,0,0,1,0,0,0,0,0,0
31257,1,0,0,0,0,1,0,0,0,0,0,0
150788,0,1,0,1,0,0,0,0,0,0,0,0
62624,0,0,0,1,0,0,0,1,0,0,0,0
72698,0,0,0,0,1,0,0,0,0,0,0,0
71680,0,0,0,0,0,1,0,0,0,0,0,0
16069,1,0,0,0,0,1,0,0,0,0,0,0
25415,0,0,0,1,0,0,0,0,0,0,0,0
186210,1,1,0,0,1,0,0,0,1,0,0,0
123461,0,1,0,1,0,0,0,0,0,0,0,0
34189,0,0,0,1,0,0,0,1,0,0,0,0
66536,2,0,0,1,0,0,0,0,0,0,0,0
22014,1,0,0,0,1,0,0,0,0,0,0,0
65574,1,0,0,0,0,1,0,0,0,0,0,0
30938,4,0,1,0,0,0,1,0,0,0,0,0
33159,0,0,0,0,0,0,1,0,0,0,0,0
49875,1,0,0,0,0,0,1,0,0,1,1,1
50563,0,0,0,0,0,1,0,0,1,1,0,1
51391,0,0,0,1,0,0,0,0,0,0,0,0
26710,1,0,0,0,1,0,0,1,0,1,0,0
141342,0,1,0,0,0,0,1,0,0,0,1,1
26004,1,0,0,0,1,0,0,0,1,0,0,1
57617,0,0,0,0,0,1,0,0,1,0,0,0
158439,0,1,0,1,0,0,0,0,0,0,0,0
66148,0,0,0,0,0,1,0,0,0,0,1,0
136685,0,1,0,0,0,0,1,0,0,0,0,0
18255,1,0,0,0,0,1,0,0,0,0,0,0
19129,0,0,0,0,0,0,1,0,1,1,0,0
62703,2,0,0,1,0,0,0,0,0,0,0,0
59020,1,0,0,0,0,1,0,0,0,0,0,0
101049,0,1,0,0,0,1,0,0,0,0,0,0
34828,0,0,0,0,0,1,0,0,1,0,0,0
62379,2,0,0,0,0,0,1,0,1,0,0,0
14952,0,0,0,0,1,0,0,0,0,0,0,0
15775,0,0,0,0,0,1,0,0,0,0,0,0
137718,1,1,0,0,1,0,0,0,0,0,0,0
72970,0,0,0,0,1,0,0,0,0,0,0,0
51802,0,0,0,0,1,0,0,0,0,0,0,0
174052,1,1,0,0,1,0,0,1,0,0,0,0
63781,0,0,0,0,1,0,0,0,0,0,0,0
22479,4,0,1,0,0,0,1,0,0,0,0,0
159900,0,1,0,0,0,1,0,0,0,0,0,0
69877,1,0,0,1,0,0,0,0,0,1,0,0
45789,0,0,0,0,0,1,0,0,1,0,1,0
148664,0,1,0,0,0,0,1,1,0,0,0,0
154459,0,1,0,1,0,0,0,1,1,0,0,0
62763,1,0,0,0,0,1,0,1,0,0,0,0
256505,0,1,0,0,0,1,0,0,0,0,1,0
95254,1,0,0,0,0,0,1,0,0,0,0,0
199232,1,1,0,0,0,0,1,0,0,0,0,0
22757,0,0,0,0,1,0,0,0,1,0,0,0
42643,1,0,0,0,0,0,1,0,0,0,0,0
44707,0,0,0,1,0,0,0,0,0,0,0,0
29340,2,0,0,1,0,0,0,0,0,0,1,0
202484,2,1,0,1,0,0,0,0,1,1,0,1
38840,2,0,0,0,1,0,0,0,0,0,0,0
29837,1,0,0,0,0,0,1,0,0,0,0,0
75377,0,0,0,0,0,0,1,1,0,0,0,0
490848,1,1,0,0,1,0,0,0,0,0,0,0
53614,0,0,0,1,0,0,0,0,0,0,0,0
37873,2,0,0,0,1,0,0,0,0,0,0,0
62741,0,0,0,0,0,0,1,0,0,1,0,0
122160,0,1,0,0,1,0,0,0,0,0,0,0
14689,0,0,0,1,0,0,0,0,0,0,0,0
25072,0,0,0,0,0,0,1,1,0,0,0,0
98872,0,0,0,0,0,0,1,0,0,0,1,0
138181,3,1,0,0,0,0,1,0,0,0,0,0
45225,0,0,0,0,0,0,1,0,0,0,0,0
72829,0,0,0,0,1,0,0,1,0,0,0,0
46483,0,0,0,0,1,0,0,1,0,1,0,0
227657,0,1,0,1,0,0,0,0,1,0,0,0
27966,0,0,0,0,0,0,1,0,0,0,0,0
37688,4,0,1,0,0,1,0,1,0,0,0,0
499845,0,1,0,0,0,1,0,1,1,0,0,0
94545,4,0,1,0,0,0,1,1,0,1,0,0
41732,4,0,1,0,0,1,0,0,1,0,0,0
48636,0,0,0,0,0,0,1,0,1,0,0,0
48992,0,0,0,0,0,1,0,0,1,0,0,0
168055,0,1,0,1,0,0,0,0,0,0,0,0
36056,1,0,0,0,1,0,0,1,0,0,0,0
48371,1,0,0,0,0,0,1,0,0,0,0,0
15408,0,0,0,0,1,0,0,0,0,0,0,0
71530,0,0,0,1,0,0,0,0,0,0,0,0
109847,0,1,0,0,0,1,0,0,0,0,0,0
26137,0,0,0,0,0,1,0,0,0,0,0,0
52379,1,0,0,0,0,1,0,0,1,0,0,0
29941,0,0,0,0,0,1,0,0,0,0,0,0
130536,0,1,0,0,1,0,0,0,0,0,0,0
29105,0,0,0,0,1,0,0,0,0,0,0,0
70422,0,0,0,0,1,0,0,1,0,0,0,0
134571,0,1,0,0,0,0,1,1,0,0,0,0
193258,0,1,0,0,0,1,0,0,0,0,0,0
152744,0,1,0,0,0,0,1,0,0,0,0,0
66571,2,0,0,0,1,0,0,0,0,0,0,0
56062,1,0,0,0,0,1,0,0,0,0,0,0
40750,3,0,0,0,0,0,1,0,0,0,0,0
71077,0,0,0,0,1,0,0,0,0,0,0,0
99348,0,0,0,0,0,0,1,0,0,0,0,0
47310,3,0,0,0,1,0,0,0,1,0,0,0
47809,1,0,0,0,0,1,0,0,0,0,0,0
18402,0,0,0,1,0,0,0,1,0,0,0,0
56903,1,0,0,0,0,0,1,0,0,0,0,0
34559,0,0,0,1,0,0,0,0,0,0,0,0
59386,0,0,0,0,0,1,0,0,0,0,0,0
24956,0,0,0,0,1,0,0,1,0,0,0,0
131463,0,1,0,0,0,1,0,0,0,0,0,0
79738,1,0,0,0,1,0,0,0,0,0,0,0
8121,0,0,0,0,0,1,0,0,0,1,0,1
451750,0,1,0,0,1,0,0,0,1,0,0,0
54993,1,0,0,1,0,0,0,1,0,0,0,0
197771,0,1,0,0,0,1,0,0,0,0,0,0
35776,0,0,0,1,0,0,0,1,0,0,0,0
61687,1,0,0,1,0,0,0,0,1,0,0,0
40646,3,0,0,0,0,1,0,0,0,0,0,0
177324,0,1,0,0,1,0,0,0,0,0,0,0
57662,0,0,0,0,0,1,0,1,0,0,0,0
123621,2,1,0,0,0,1,0,0,0,0,0,0
155195,0,1,0,0,1,0,0,0,0,0,0,0
77148,1,0,0,1,0,0,0,0,0,0,0,0
51023,1,0,0,0,0,0,1,0,1,0,0,0
14464,1,0,0,0,0,0,1,0,0,0,0,0
14350,0,0,0,0,1,0,0,0,0,0,0,0
10488,1,0,0,0,0,0,1,1,0,0,0,0
457062,5,1,1,0,0,1,0,0,0,0,0,0
45607,0,0,0,0,0,0,1,0,0,0,1,1
79062,0,0,0,0,1,0,0,1,0,0,0,0
48439,0,0,0,1,0,0,0,0,1,0,0,0
69664,0,0,0,0,1,0,0,0,0,0,0,0
73835,2,0,0,0,0,0,1,0,0,0,0,0
71468,2,0,0,0,0,1,0,1,0,0,0,0
29315,0,0,0,0,0,0,1,0,0,0,0,0
39850,0,0,0,1,0,0,0,0,0,0,0,0
55837,0,0,0,0,1,0,0,0,0,0,0,0
59199,1,0,0,0,1,0,0,0,0,0,0,0
34454,1,0,0,0,0,1,0,0,0,0,0,0
9051,0,0,0,1,0,0,0,0,0,0,0,0
192116,3,1,0,0,0,1,0,0,0,0,0,0
40553,2,0,0,0,0,1,0,0,0,0,0,0
60554,1,0,0,0,0,0,1,0,0,0,0,0
27729,0,0,0,0,0,0,1,0,0,0,0,0
40486,2,0,0,0,0,0,1,0,0,0,1,1
438425,2,1,0,0,0,1,0,0,1,0,0,0
46044,0,0,0,0,0,0,1,0,0,0,0,0
79261,0,0,0,0,0,0,1,0,1,0,0,0
99884,0,0,0,0,0,1,0,0,0,0,1,0
96326,0,0,0,0,0,1,0,0,0,0,0,0
55685,0,0,0,0,0,0,1,0,0,0,0,0
69424,0,0,0,0,0,1,0,1,0,0,0,0
57953,0,0,0,0,0,0,1,0,0,0,1,0
13479,0,0,0,0,1,0,0,0,0,0,0,0
53050,2,0,0,0,0,1,0,0,0,0,0,0
25808,0,0,0,0,1,0,0,0,0,0,0,0
45841,0,0,0,0,1,0,0,0,0,0,0,0
30609,1,0,0,0,1,0,0,0,0,0,0,0
29485,0,0,0,0,1,0,0,0,0,0,0,0
111709,2,1,0,0,1,0,0,0,0,0,0,0
42644,0,0,0,0,0,0,1,0,0,0,1,1
148612,2,1,0,0,0,0,1,0,0,0,0,0
